iteration,residual
220,18.495157517715622
221,18.489673145793375
222,18.484190400151565
223,18.47870928031076
224,18.473229785785058
225,18.46775191609688
226,18.462275670761247
227,18.456801049296882
228,18.451328051224351
229,18.445856676059602
230,18.44038692332321
231,18.434918792532962
232,18.429452283207585
233,18.423987394868572
234,18.418524127033713
235,18.413062479221733
236,18.407602450954126
237,18.402144041747757
238,18.396687251125975
239,18.391232078605647
240,18.385778523710112
241,18.380326585957171
242,18.374876264867389
243,18.369427559963182
244,18.36398047076419
245,18.358534996791914
246,18.35309113756599
247,18.347648892608838
248,18.342208261441023
249,18.336769243584964
250,18.33133183856215
251,18.325896045892229
252,18.320461865100381
253,18.315029295706257
254,18.30959833723319
255,18.30416898920268
256,18.298741251138981
257,18.29331512256082
258,18.287890602994306
259,18.282467691961855
260,18.27704638898588
261,18.27162669358972
262,18.266208605296718
263,18.26079212363021
264,18.255377248114463
265,18.249963978270966
266,18.244552313627675
267,18.239142253704237
268,18.233733798026762
269,18.228326946120436
270,18.222921697507676
271,18.217518051715519
272,18.212116008265451
273,18.206715566686356
274,18.201316726498803
275,18.195919487231674
276,18.190523848408304
277,18.185129809554809
278,18.179737370196374
279,18.174346529858187
280,18.168957288067279
281,18.16356964434884
282,18.158183598229904
283,18.152799149234735
284,18.14741629689221
285,18.142035040727517
286,18.136655380267698
287,18.131277315038851
288,18.125900844568022
289,18.120525968384086
290,18.115152686012234
291,18.109780996981343
292,18.104410900818451
293,18.099042397049669
294,18.093675485204798
295,18.088310164811801
296,18.082946435396789
297,18.077584296490485
298,18.072223747620857
299,18.06686478831308
300,18.06150741809974
301,18.05615163650787
302,18.050797443066347
303,18.045444837304981
304,18.040093818753576
305,18.03474438693917
306,18.02939654139341
307,18.024050281645181
308,18.018705607224287
309,18.013362517660539
310,18.008021012482811
311,18.002681091223685
312,17.997342753411118
313,17.992005998577689
314,17.986670826253199
315,17.981337235967455
316,17.976005227252113
317,17.970674799637901
318,17.96534595265647
319,17.960018685839476
320,17.954692998717647
321,17.949368890821709
322,17.944046361685171
323,17.938725410837833
324,17.933406037815043
325,17.92808824214476
326,17.922772023362334
327,17.917457380998492
328,17.912144314586733
329,17.906832823658714
330,17.901522907748859
331,17.896214566389741
332,17.890907799112096
333,17.885602605452188
334,17.880298984940755
335,17.874996937114062
336,17.869696461504688
337,17.864397557645209
338,17.859100225071902
339,17.853804463315488
340,17.84851027191317
341,17.843217650398447
342,17.837926598306662
343,17.832637115168552
344,17.827349200524079
345,17.822062853903976
346,17.816778074846358
347,17.811494862884729
348,17.80621321755536
349,17.800933138391752
350,17.795654624932023
351,17.790377676710598
352,17.785102293261904
353,17.779828474124979
354,17.774556218834253
355,17.769285526925994
356,17.764016397936476
357,17.758748831403818
358,17.753482826862445
359,17.748218383851398
360,17.742955501904181
361,17.737694180561682
362,17.732434419359251
363,17.727176217835005
364,17.721919575526144
365,17.716664491970782
366,17.711410966704271
367,17.706158999268425
368,17.70090858919859
369,17.695659736032887
370,17.690412439311284
371,17.685166698570978
372,17.679922513350082
373,17.674679883190418
374,17.66943880762733
375,17.664199286200787
376,17.658961318451677
377,17.653724903917198
378,17.648490042136395
379,17.643256732652922
380,17.638024975000292
381,17.632794768724004
382,17.627566113359411
383,17.622339008451096
384,17.617113453535335
385,17.611889448154862
386,17.60666699184965
387,17.601446084159658
388,17.59622672462763
389,17.591008912790759
390,17.585792648193635
391,17.580577930377142
392,17.57536475888033
393,17.570153133247778
394,17.564943053016687
395,17.559734517734412
396,17.554527526938152
397,17.54932208017156
398,17.544118176977385
399,17.53891581689836
400,17.533714999475375
401,17.528515724251172
402,17.523317990768486
403,17.518121798570981
404,17.512927147202316
405,17.507734036202461
406,17.502542465116001
407,17.497352433489368
408,17.492163940863453
409,17.486976986780999
410,17.481791570786584
411,17.476607692425723
412,17.471425351239304
413,17.466244546773765
414,17.461065278573685
415,17.45588754618273
416,17.450711349145486
417,17.445536687006538
418,17.440363559312321
419,17.435191965603721
420,17.43002190543087
421,17.424853378336508
422,17.419686383864292
423,17.414520921564353
424,17.409356990978505
425,17.404194591653184
426,17.399033723136668
427,17.393874384971696
428,17.388716576708397
429,17.383560297886735
430,17.378405548060538
431,17.373252326771617
432,17.368100633570105
433,17.362950467998733
434,17.357801829607634
435,17.352654717943242
436,17.347509132552911
437,17.342365072983075
438,17.337222538781095
439,17.332081529498019
440,17.326942044678432
441,17.321804083869697
442,17.316667646622857
443,17.311532732483432
444,17.306399341002464
445,17.301267471724547
446,17.296137124202577
447,17.291008297982064
448,17.285880992614057
449,17.280755207645917
450,17.275630942628698
451,17.270508197110676
452,17.265386970640133
453,17.260267262767197
454,17.255149073043849
455,17.250032401017439
456,17.244917246237176
457,17.239803608255958
458,17.234691486622992
459,17.229580880887479
460,17.224471790600472
461,17.219364215314872
462,17.214258154574338
463,17.209153607939164
464,17.204050574954859
465,17.198949055172474
466,17.193849048146753
467,17.188750553425059
468,17.183653570560285
469,17.178558099107185
470,17.17346413861496
471,17.168371688634661
472,17.163280748719192
473,17.1581913184196
474,17.153103397290636
475,17.148016984883348
476,17.142932080752487
477,17.137848684447256
478,17.132766795522404
479,17.127686413530828
480,17.122607538027278
481,17.117530168560954
482,17.112454304690303
483,17.107379945966375
484,17.102307091940222
485,17.097235742170287
486,17.092165896209469
487,17.087097553606974
488,17.082030713923089
489,17.076965376712565
490,17.071901541522752
491,17.066839207915798
492,17.061778375442746
493,17.056719043660195
494,17.051661212119193
495,17.046604880378187
496,17.041550047995617
497,17.036496714518844
498,17.031444879509998
499,17.026394542523832
500,17.021345703111393
501,17.016298360834824
502,17.011252515247023
503,17.006208165904582
504,17.001165312362247
505,16.996123954180312
506,16.991084090911677
507,16.986045722116629
508,16.981008847346221
509,16.97597346616444
510,16.970939578122334
511,16.96590718278204
512,16.960876279698308
513,16.955846868427734
514,16.950818948528759
515,16.945792519563518
516,16.940767581083065
517,16.935744132647688
518,16.930722173819525
519,16.925701704149631
520,16.920682723201988
521,16.91566523053319
522,16.91064922570353
523,16.905634708271446
524,16.900621677791687
525,16.895610133828239
526,16.890600075937698
527,16.885591503682196
528,16.88058441661833
529,16.875578814308241
530,16.87057469630852
531,16.8655720621813
532,16.860570911486882
533,16.8555712437837
534,16.850573058632044
535,16.845576355592204
536,16.84058113422817
537,16.835587394096532
538,16.830595134759427
539,16.825604355777145
540,16.82061505671367
541,16.815627237123753
542,16.810640896576921
543,16.805656034629763
544,16.800672650840728
545,16.795690744777488
546,16.790710316000343
547,16.78573136407142
548,16.780753888547324
549,16.775777888999418
550,16.770803364986154
551,16.765830316065969
552,16.7608587418047
553,16.755888641768173
554,16.750920015512989
555,16.745952862606824
556,16.740987182611814
557,16.73602297508825
558,16.731060239605664
559,16.726098975720646
560,16.721139183002723
561,16.716180861010336
562,16.71122400931117
563,16.70626862746736
564,16.701314715042887
565,16.696362271607285
566,16.691411296715298
567,16.686461789940147
568,16.681513750840274
569,16.676567178983358
570,16.671622073937087
571,16.666678435261741
572,16.661736262523156
573,16.656795555289012
574,16.651856313123293
575,16.646918535593681
576,16.641982222260463
577,16.637047372695015
578,16.632113986461324
579,16.627182063127066
580,16.62225160225438
581,16.617322603412791
582,16.612395066168137
583,16.607468990084396
584,16.602544374734798
585,16.597621219679624
586,16.592699524488406
587,16.587779288728825
588,16.582860511968562
589,16.577943193773443
590,16.573027333709305
591,16.568112931347521
592,16.563199986255771
593,16.558288497998042
594,16.553378466145709
595,16.548469890264599
596,16.543562769926094
597,16.538657104696018
598,16.533752894142062
599,16.528850137837438
600,16.523948835346133
601,16.519048986239525
602,16.514150590085293
603,16.509253646452965
604,16.504358154913913
605,16.499464115033973
606,16.494571526382668
607,16.489680388535071
608,16.484790701057012
609,16.479902463516172
610,16.475015675487626
611,16.470130336537196
612,16.465246446236264
613,16.460364004159899
614,16.455483009872086
615,16.450603462947893
616,16.445725362955002
617,16.440848709466632
618,16.435973502052313
619,16.431099740285266
620,16.426227423736869
621,16.421356551972952
622,16.41648712457043
623,16.411619141102531
624,16.40675260113693
625,16.401887504246851
626,16.397023850005517
627,16.392161637984302
628,16.387300867754579
629,16.382441538889577
630,16.37758365096251
631,16.372727203548454
632,16.367872196216933
633,16.363018628537478
634,16.358166500090697
635,16.353315810444272
636,16.348466559173271
637,16.343618745854616
638,16.338772370055985
639,16.333927431356138
640,16.329083929326458
641,16.324241863540159
642,16.319401233570471
643,16.314562038996154
644,16.309724279388586
645,16.304887954322833
646,16.300053063372122
647,16.29521960611152
648,16.290387582117944
649,16.285556990964619
650,16.280727832230305
651,16.275900105482688
652,16.271073810306074
653,16.266248946269986
654,16.261425512949501
655,16.256603509925224
656,16.251782936768535
657,16.246963793060043
658,16.242146078369277
659,16.2373297922787
660,16.232514934361529
661,16.227701504192837
662,16.222889501351389
663,16.218078925414101
664,16.213269775961589
665,16.208462052563373
666,16.203655754798227
667,16.198850882250451
668,16.194047434489576
669,16.189245411094369
670,16.184444811645438
671,16.179645635719702
672,16.174847882894078
673,16.170051552745488
674,16.165256644854537
675,16.160463158798148
676,16.155671094156929
677,16.150880450505955
678,16.146091227425835
679,16.141303424493486
680,16.136517041289522
681,16.131732077392712
682,16.126948532381814
683,16.122166405835593
684,16.117385697334669
685,16.1126064064578
686,16.107828532783753
687,16.103052075893139
688,16.098277035366575
689,16.093503410786514
690,16.088731201729882
691,16.083960407773588
692,16.079191028503793
693,16.07442306349926
694,16.069656512338756
695,16.064891374602887
696,16.06012764987597
697,16.05536533773676
698,16.050604437767724
699,16.045844949547625
700,16.041086872660767
701,16.036330206685921
702,16.031574951207393
703,16.026821105802096
704,16.022068670056189
705,16.017317643552133
706,16.012568025870539
707,16.007819816595713
708,16.00307301530642
709,15.998327621588817
710,15.993583635019823
711,15.988841055189283
712,15.984099881674117
713,15.979360114060482
714,15.974621751930835
715,15.969884794867637
716,15.965149242457045
717,15.960415094279668
718,15.955682349919815
719,15.950951008961795
720,15.946221070989914
721,15.941492535586631
722,15.936765402338104
723,15.932039670824942
724,15.927315340633303
725,15.922592411347493
726,15.917870882553668
727,15.913150753836135
728,15.9084320247792
729,15.903714694967173
730,15.898998763986208
731,15.894284231420611
732,15.889571096856541
733,15.884859359876454
734,15.880149020070203
735,15.875440077022093
736,15.870732530320128
737,15.86602637954492
738,15.861321624284471
739,15.856618264126785
740,15.851916298658017
741,15.84721572746432
742,15.842516550130004
743,15.837818766243071
744,15.833122375389674
745,15.828427377159665
746,15.823733771139199
747,15.819041556914431
748,15.814350734071516
749,15.809661302200302
750,15.804973260883253
751,15.800286609715759
752,15.795601348280279
753,15.790917476168513
754,15.786234992962921
755,15.781553898255199
756,15.776874191635198
757,15.772195872687224
758,15.767518941002978
759,15.762843396170458
760,15.758169237779518
761,15.753496465416312
762,15.74882507866884
763,15.744155077128804
764,15.73948646038605
765,15.734819228026737
766,15.730153379644408
767,15.725488914827064
768,15.72082583316271
769,15.71616413424489
770,15.711503817659759
771,15.706844882999015
772,15.702187329854356
773,15.697531157813785
774,15.692876366468997
775,15.688222955407996
776,15.683570924224329
777,15.678920272509691
778,15.674270999852085
779,15.669623105846906
780,15.664976590080306
781,15.660331452147679
782,15.655687691637029
783,15.651045308141898
784,15.646404301252137
785,15.641764670561294
786,15.637126415659216
787,15.632489536143142
788,15.627854031599231
789,15.623219901622875
790,15.618587145807616
791,15.61395576374146
792,15.609325755021644
793,15.60469711923802
794,15.600069855985982
795,15.595443964857225
796,15.590819445443447
797,15.586196297338194
798,15.58157452013501
799,15.576954113432986
800,15.572335076814579
801,15.567717409884418
802,15.563101112228662
803,15.558486183448242
804,15.553872623129315
805,15.549260430870971
806,15.544649606266752
807,15.540040148913899
808,15.535432058398566
809,15.530825334327234
810,15.526219976284208
811,15.521615983870422
812,15.517013356679424
813,15.512412094304759
814,15.507812196343664
815,15.503213662389689
816,15.498616492041917
817,15.494020684893895
818,15.489426240541016
819,15.484833158578674
820,15.480241438604105
821,15.475651080214552
822,15.471062083003561
823,15.466474446566524
824,15.461888170502528
825,15.457303254410659
826,15.452719697882619
827,15.448137500517491
828,15.44355666191252
829,15.438977181663095
830,15.434399059370151
831,15.429822294625387
832,15.425246887031587
833,15.420672836184142
834,15.416100141678443
835,15.411528803119124
836,15.406958820092338
837,15.402390192210106
838,15.397822919062277
839,15.393257000246091
840,15.388692435362486
841,15.384129224012394
842,15.379567365791209
843,15.375006860299866
844,15.370447707133758
845,15.365889905895669
846,15.361333456180988
847,15.356778357592502
848,15.352224609727447
849,15.347672212186762
850,15.343121164569531
851,15.338571466474844
852,15.334023117503637
853,15.329476117253151
854,15.324930465324316
855,15.320386161321768
856,15.315843204840895
857,15.311301595484483
858,15.30676133285162
859,15.30222241654139
860,15.297684846158427
861,15.293148621301818
862,15.288613741572496
863,15.284080206573245
864,15.279548015903154
865,15.275017169163158
866,15.270487665957885
867,15.265959505884577
868,15.261432688547865
869,15.25690721355053
870,15.25238308049166
871,15.247860288975886
872,15.243338838602295
873,15.238818728975518
874,15.234299959696489
875,15.229782530371688
876,15.225266440600199
877,15.220751689984809
878,15.216238278128298
879,15.21172620463345
880,15.207215469106742
881,15.202706071149109
882,15.198198010363335
883,15.193691286354049
884,15.189185898722187
885,15.184681847076074
886,15.180179131016645
887,15.17567775014853
888,15.171177704074513
889,15.166678992401071
890,15.162181614730986
891,15.157685570668891
892,15.153190859819412
893,15.148697481787183
894,15.144205436176833
895,15.139714722592991
896,15.135225340642137
897,15.130737289927051
898,15.126250570057909
899,15.12176518063195
900,15.117281121263041
901,15.112798391550269
902,15.108316991103809
903,15.103836919528289
904,15.099358176426495
905,15.094880761406749
906,15.090404674077378
907,15.085929914041165
908,15.081456480906434
909,15.076984374281512
910,15.072513593771028
911,15.068044138981458
912,15.063576009519284
913,15.059109204992827
914,15.054643725008569
915,15.050179569171139
916,15.045716737092555
917,15.041255228381143
918,15.036795042635992
919,15.032336179474665
920,15.027878638499946
921,15.023422419318308
922,15.018967521541775
923,15.014513944778672
924,15.01006168863363
925,15.005610752718667
926,15.001161136636567
927,14.996712840001198
928,14.992265862420886
929,14.987820203500259
930,14.983375862855036
931,14.978932840089843
932,14.974491134816704
933,14.970050746640245
934,14.96561167517434
935,14.961173920027308
936,14.95673748080748
937,14.952302357126872
938,14.947868548591963
939,14.943436054816623
940,14.939004875409173
941,14.93457500997979
942,14.930146458140491
943,14.925719219497758
944,14.921293293667302
945,14.916868680255604
946,14.912445378878378
947,14.908023389140252
948,14.903602710655099
949,14.899183343034936
950,14.894765285891783
951,14.890348538833967
952,14.885933101477201
953,14.881518973429815
954,14.877106154303824
955,14.872694643711251
956,14.868284441265963
957,14.863875546576287
958,14.859467959257936
959,14.855061678922933
960,14.850656705183296
961,14.846253037651046
962,14.841850675940051
963,14.837449619658637
964,14.833049868424366
965,14.828651421851106
966,14.824254279547183
967,14.819858441132007
968,14.815463906212056
969,14.811070674406739
970,14.806678745324383
971,14.802288118586247
972,14.797898793796959
973,14.793510770577777
974,14.789124048535179
975,14.784738627292272
976,14.78035450645738
977,14.775971685646219
978,14.771590164474503
979,14.767209942554254
980,14.762831019504882
981,14.758453394934712
982,14.754077068463156
983,14.749702039709621
984,14.745328308275045
985,14.740955873789924
986,14.73658473586258
987,14.732214894108731
988,14.727846348144093
989,14.723479097584379
990,14.719113142049002
991,14.71474848114998
992,14.710385114503032
993,14.706023041727564
994,14.701662262439292
995,14.69730277625024
996,14.692944582783511
997,14.688587681651125
998,14.684232072468797
999,14.679877754859634
1000,14.675524728435656
1001,14.671172992812579
1002,14.666822547613506
1003,14.662473392454155
1004,14.658125526946545
1005,14.653778950713782
1006,14.649433663375277
1007,14.645089664539354
1008,14.64074695383651
1009,14.636405530875068
1010,14.632065395274441
1011,14.627726546657733
1012,14.623388984636966
1013,14.619052708838938
1014,14.614717718875671
1015,14.610384014366575
1016,14.606051594931062
1017,14.601720460192233
1018,14.597390609762114
1019,14.593062043263807
1020,14.588734760316724
1021,14.584408760540272
1022,14.580084043550173
1023,14.575760608969526
1024,14.571438456417745
1025,14.567117585517934
1026,14.562797995885809
1027,14.558479687140782
1028,14.554162658902261
1029,14.549846910797045
1030,14.545532442440855
1031,14.541219253453097
1032,14.536907343453182
1033,14.532596712067912
1034,14.528287358916696
1035,14.523979283615251
1036,14.51967248578668
1037,14.515366965057785
1038,14.511062721040588
1039,14.506759753369277
1040,14.502458061652179
1041,14.498157645516093
1042,14.493858504584125
1043,14.489560638475686
1044,14.485264046817576
1045,14.480968729225513
1046,14.476674685326293
1047,14.472381914739328
1048,14.468090417091421
1049,14.463800191998285
1050,14.459511239086721
1051,14.455223557979833
1052,14.45093714830073
1053,14.446652009668821
1054,14.442368141714599
1055,14.438085544050088
1056,14.433804216305781
1057,14.42952415810848
1058,14.425245369073901
1059,14.420967848832536
1060,14.416691597000105
1061,14.412416613214491
1062,14.408142897080324
1063,14.403870448239186
1064,14.399599266299402
1065,14.395329350902552
1066,14.391060701660658
1067,14.386793318200519
1068,14.38252720015263
1069,14.378262347136404
1070,14.373998758771249
1071,14.369736434695051
1072,14.365475374527222
1073,14.361215577887171
1074,14.356957044409089
1075,14.352699773712386
1076,14.348443765423864
1077,14.344189019170322
1078,14.339935534582256
1079,14.335683311275382
1080,14.331432348887583
1081,14.327182647030885
1082,14.322934205343167
1083,14.318687023443845
1084,14.31444110096341
1085,14.31019643752497
1086,14.305953032762718
1087,14.301710886296059
1088,14.297469997748102
1089,14.293230366760428
1090,14.288991992945054
1091,14.284754875936175
1092,14.280519015356893
1093,14.276284410845095
1094,14.272051062020191
1095,14.267818968505289
1096,14.26358812993827
1097,14.25935854593855
1098,14.255130216144011
1099,14.250903140170367
1100,14.246677317655507
1101,14.242452748222535
1102,14.238229431505642
1103,14.234007367127933
1104,14.229786554719906
1105,14.225566993912052
1106,14.221348684327481
1107,14.217131625596686
1108,14.212915817357551
1109,14.208701259229491
1110,14.204487950842999
1111,14.200275891832266
1112,14.196065081820397
1113,14.191855520441582
1114,14.187647207326318
1115,14.1834401421051
1116,14.179234324401035
1117,14.175029753852005
1118,14.170826430081119
1119,14.166624352729958
1120,14.162423521414233
1121,14.15822393577553
1122,14.154025595440645
1123,14.149828500036381
1124,14.145632649200625
1125,14.141438042560173
1126,14.13724467974922
1127,14.133052560390871
1128,14.128861684130399
1129,14.124672050587217
1130,14.120483659395513
1131,14.116296510185785
1132,14.112110602603309
1133,14.107925936256409
1134,14.103742510794055
1135,14.099560325843049
1136,14.095379381033887
1137,14.091199676008149
1138,14.08702121038155
1139,14.082843983803061
1140,14.078667995895788
1141,14.074493246293921
1142,14.070319734631649
1143,14.066147460543167
1144,14.061976423658967
1145,14.057806623609546
1146,14.053638060036484
1147,14.049470732566583
1148,14.045304640834031
1149,14.041139784476714
1150,14.036976163117741
1151,14.032813776402385
1152,14.02865262396114
1153,14.024492705424505
1154,14.02033402043406
1155,14.016176568612908
1156,14.012020349606328
1157,14.007865363044813
1158,14.003711608558859
1159,13.999559085782657
1160,13.995407794361485
1161,13.991257733918445
1162,13.987108904098815
1163,13.982961304525698
1164,13.978814934848067
1165,13.974669794689028
1166,13.97052588369016
1167,13.96638320148935
1168,13.962241747717092
1169,13.958101522003883
1170,13.953962523998692
1171,13.949824753335712
1172,13.945688209638048
1173,13.941552892554668
1174,13.937418801716072
1175,13.933285936760143
1176,13.929154297324766
1177,13.925023883040438
1178,13.920894693556129
1179,13.916766728494945
1180,13.912639987502162
1181,13.908514470211971
1182,13.904390176262256
1183,13.90026710528721
1184,13.896145256932105
1185,13.892024630827439
1186,13.8879052266111
1187,13.883787043924665
1188,13.879670082402324
1189,13.875554341681966
1190,13.87143982140517
1191,13.867326521209822
1192,13.863214440722723
1193,13.859103579603929
1194,13.854993937472848
1195,13.850885513971063
1196,13.846778308747544
1197,13.842672321429092
1198,13.838567551664678
1199,13.834463999081102
1200,13.830361663331029
1201,13.826260544044956
1202,13.822160640864464
1203,13.818061953431132
1204,13.813964481379152
1205,13.809868224353799
1206,13.805773181989265
1207,13.801679353927129
1208,13.797586739816362
1209,13.793495339280071
1210,13.78940515197092
1211,13.785316177526795
1212,13.781228415585582
1213,13.777141865788863
1214,13.773056527778216
1215,13.768972401198919
1216,13.764889485674077
1217,13.76080778086744
1218,13.756727286402114
1219,13.752648001930767
1220,13.748569927087585
1221,13.744493061517849
1222,13.740417404859439
1223,13.736342956761332
1224,13.732269716854018
1225,13.728197684793862
1226,13.724126860207662
1227,13.720057242744389
1228,13.71598883204932
1229,13.711921627756645
1230,13.70785562951164
1231,13.703790836955886
1232,13.699727249738352
1233,13.695664867496925
1234,13.69160368986949
1235,13.687543716508715
1236,13.683484947048788
1237,13.679427381134985
1238,13.675371018419975
1239,13.67131585853425
1240,13.66726190112678
1241,13.663209145839151
1242,13.659157592312939
1243,13.655107240197115
1244,13.651058089133262
1245,13.647010138766655
1246,13.642963388735177
1247,13.6389178386915
1248,13.634873488269807
1249,13.630830337119075
1250,13.626788384888272
1251,13.622747631218978
1252,13.618708075752775
1253,13.614669718142329
1254,13.610632558018136
1255,13.60659659504025
1256,13.602561828842862
1257,13.598528259078639
1258,13.594495885389161
1259,13.590464707419706
1260,13.586434724815545
1261,13.582405937221958
1262,13.57837834428422
1263,13.574351945654994
1264,13.570326740968474
1265,13.566302729877325
1266,13.562279912030517
1267,13.558258287065936
1268,13.554237854639942
1269,13.550218614386727
1270,13.546200565962652
1271,13.542183709009297
1272,13.538168043175633
1273,13.534153568110629
1274,13.530140283459563
1275,13.526128188864016
1276,13.522117283976653
1277,13.518107568446444
1278,13.514099041914971
1279,13.510091704034899
1280,13.506085554451504
1281,13.502080592806367
1282,13.498076818759545
1283,13.49407423194892
1284,13.490072832030856
1285,13.48607261864324
1286,13.482073591438732
1287,13.478075750070005
1288,13.474079094182329
1289,13.470083623420983
1290,13.466089337438632
1291,13.462096235880551
1292,13.458104318399407
1293,13.454113584644171
1294,13.450124034263812
1295,13.446135666899913
1296,13.442148482208832
1297,13.438162479835848
1298,13.434177659433624
1299,13.430194020651133
1300,13.426211563141038
1301,13.422230286544924
1302,13.418250190522844
1303,13.414271274712684
1304,13.4102935387745
1305,13.406316982357263
1306,13.402341605106248
1307,13.398367406674122
1308,13.39439438671355
1309,13.390422544869809
1310,13.386451880799259
1311,13.38248239415087
1312,13.378514084573613
1313,13.374546951720156
1314,13.370580995239466
1315,13.366616214787907
1316,13.36265261001445
1317,13.35869018056437
1318,13.354728926094026
1319,13.350768846256086
1320,13.346809940703213
1321,13.342852209088079
1322,13.338895651055953
1323,13.3349402662632
1324,13.330986054358789
1325,13.327033014999081
1326,13.323081147836742
1327,13.319130452520744
1328,13.31518092870375
1329,13.311232576045819
1330,13.307285394184836
1331,13.303339382788245
1332,13.299394541501323
1333,13.295450869976738
1334,13.291508367870847
1335,13.287567034836318
1336,13.283626870525818
1337,13.27968787459201
1338,13.275750046691257
1339,13.271813386472529
1340,13.267877893592186
1341,13.263943567702896
1342,13.260010408461017
1343,13.256078415522913
1344,13.252147588533859
1345,13.248217927161299
1346,13.244289431046814
1347,13.240362099850463
1348,13.236435933228604
1349,13.232510930833904
1350,13.228587092315333
1351,13.224664417336644
1352,13.220742905554195
1353,13.216822556609568
1354,13.212903370166513
1355,13.208985345885088
1356,13.205068483414264
1357,13.201152782414093
1358,13.197238242529856
1359,13.193324863436384
1360,13.189412644767872
1361,13.185501586195459
1362,13.181591687364421
