version,size,processes,tolerance,status,iterations,residual,relative_l2_error,checksum,total_seconds,compute_seconds,halo_issue_seconds,halo_wait_seconds,reduction_seconds
serial,512,1,9.9999999999999995e-07,fixed_iterations,200,19.665503575074634,0.99625669709749132,399.25212157863581,0.098549988,0.098539545,0.000000000,0.000000000,0.000000000
serial,1024,1,9.9999999999999995e-07,fixed_iterations,200,19.720720719466559,0.99906103574114402,399.81249088124713,0.471018870,0.470996292,0.000000000,0.000000000,0.000000000
serial,2048,1,9.9999999999999995e-07,fixed_iterations,200,19.734580648989443,0.99976494741174415,399.95306600051191,1.882293562,1.882268163,0.000000000,0.000000000,0.000000000
serial,4096,1,9.9999999999999995e-07,fixed_iterations,200,19.738051097550802,0.99994120300731304,399.98826008591328,7.685741389,7.685715753,0.000000000,0.000000000,0.000000000
