version,size,processes,tolerance,status,iterations,residual,relative_l2_error,checksum,total_seconds,compute_seconds,halo_issue_seconds,halo_wait_seconds,reduction_seconds
mpi_blocking,4096,1,9.9999999999999995e-07,fixed_iterations,200,19.738051097550802,0.99994120300731304,399.98826008591328,7.379970409,7.379606942,0.000000000,0.000057022,0.000229555
mpi_overlap,4096,1,9.9999999999999995e-07,fixed_iterations,200,19.738051097550802,0.99994120300731304,399.98826008591328,7.554659473,7.554121878,0.000095020,0.000129955,0.000232181
mpi_overlap,4096,1,9.9999999999999995e-07,fixed_iterations,200,19.738051097550802,0.99994120300731304,399.98826008591328,7.539341878,7.538823225,0.000069222,0.000165367,0.000191905
mpi_overlap,4096,1,9.9999999999999995e-07,fixed_iterations,200,19.738051097550802,0.99994120300731304,399.98826008591328,7.508816070,7.508303224,0.000081512,0.000150882,0.000199296
mpi_overlap,4096,1,9.9999999999999995e-07,fixed_iterations,200,19.738051097550802,0.99994120300731304,399.98826008591328,7.549795824,7.549288989,0.000083577,0.000108530,0.000221425
mpi_overlap,4096,1,9.9999999999999995e-07,fixed_iterations,200,19.738051097550802,0.99994120300731304,399.98826008591328,7.555619275,7.555120757,0.000079068,0.000124517,0.000199556
mpi_blocking,4096,2,9.9999999999999995e-07,fixed_iterations,200,19.738051097550802,0.99994120300733969,399.9882600857527,4.201904611,4.192330390,0.000000000,0.007789344,0.017204856
mpi_blocking,4096,2,9.9999999999999995e-07,fixed_iterations,200,19.738051097550802,0.99994120300733969,399.9882600857527,4.208649701,4.194828160,0.000000000,0.007260215,0.020824249
mpi_blocking,4096,2,9.9999999999999995e-07,fixed_iterations,200,19.738051097550802,0.99994120300733969,399.9882600857527,4.214555074,4.204771902,0.000000000,0.007705111,0.031787577
mpi_blocking,4096,2,9.9999999999999995e-07,fixed_iterations,200,19.738051097550802,0.99994120300733969,399.9882600857527,4.274397505,4.264561677,0.000000000,0.007297965,0.013565994
